0.0880913,0.0917514,0.0923972,0.0894722,0.0839677,0.0771903,0.0703485,0.0643911,0.0600962,0.0576381,0.0563169,0.0552591,0.0542408,0.0536223,0.053367,0.0535591,0.0546693,0.056877,0.0591716,0.0602942,0.0593773
0.0822316,0.0851811,0.0848475,0.0811218,0.0756828,0.0700632,0.0649202,0.0605014,0.0571742,0.0551465,0.053866,0.0526038,0.0514656,0.050735,0.050545,0.0508061,0.0518543,0.0538892,0.0562653,0.0577428,0.0573863
0.0761266,0.0783585,0.077564,0.0737659,0.0689643,0.0650336,0.0622906,0.060411,0.0591592,0.0582673,0.057072,0.0551703,0.0529285,0.0510827,0.0498928,0.049414,0.0499484,0.0516661,0.054015,0.0557722,0.0557377
0.0704863,0.0720119,0.0712557,0.0682617,0.0650761,0.0635954,0.0642959,0.0665073,0.0691115,0.0707384,0.0700073,0.0665871,0.0615944,0.0566067,0.0526323,0.0501121,0.0494382,0.0505526,0.052784,0.0547354,0.0550495
0.0657865,0.0666749,0.0663203,0.0649442,0.0644336,0.0668124,0.0729991,0.0822494,0.0923282,0.0995136,0.100115,0.0933795,0.0820222,0.0700676,0.0602879,0.0537961,0.0509034,0.0509876,0.0529009,0.0549613,0.0556506
0.0623221,0.0627885,0.06306,0.0637916,0.0670953,0.0754509,0.0906684,0.112695,0.137737,0.157116,0.16126,0.147436,0.122205,0.0956956,0.0747088,0.0612734,0.0546411,0.0530702,0.0542994,0.0562901,0.0573702
0.0602921,0.0605975,0.0615418,0.0646331,0.0726787,0.0894417,0.118931,0.163192,0.21659,0.261114,0.273748,0.246146,0.193285,0.138951,0.0979755,0.0730235,0.0606699,0.0564243,0.0565178,0.058175,0.0594875
0.0594268,0.059842,0.0613787,0.0666153,0.0797065,0.106869,0.156215,0.234436,0.334763,0.423759,0.45329,0.403152,0.303351,0.20306,0.130825,0.0888828,0.0684156,0.0604912,0.0588789,0.0597848,0.061057
0.0592521,0.0596739,0.0616033,0.0683462,0.0858178,0.123416,0.195158,0.31513,0.477061,0.627941,0.683628,0.604804,0.442232,0.281404,0.169377,0.106735,0.0766995,0.0643959,0.0608004,0.0607228,0.0617127
0.0592953,0.0594947,0.0612692,0.0686376,0.088698,0.133605,0.223053,0.379056,0.597633,0.808567,0.892325,0.789159,0.568821,0.35198,0.203612,0.122265,0.0835818,0.0674129,0.0619504,0.0610597,0.0617817
0.0596773,0.0590839,0.0602031,0.0670732,0.0870958,0.13337,0.228181,0.397558,0.639745,0.878411,0.978534,0.869188,0.62624,0.385628,0.220898,0.130593,0.0873791,0.0688776,0.0623275,0.0610277,0.0617725
0.0605939,0.0588564,0.0586371,0.0639271,0.0812807,0.122594,0.207918,0.360861,0.580276,0.798206,0.893873,0.801452,0.585533,0.367259,0.214816,0.129291,0.0872063,0.0686299,0.0619146,0.0607695,0.0618579
0.0618757,0.0588815,0.0569372,0.0598497,0.0729187,0.105027,0.170922,0.287078,0.451455,0.61424,0.688909,0.626934,0.471401,0.308234,0.18959,0.119857,0.0838244,0.0671266,0.0609675,0.0602204,0.0618144
0.0629415,0.0591184,0.0554948,0.0558431,0.0641501,0.0861186,0.130554,0.206621,0.311326,0.413971,0.463573,0.430775,0.338208,0.235567,0.156304,0.106508,0.0789047,0.0653367,0.0600976,0.0596892,0.0617382
0.0634628,0.0595419,0.0547794,0.0528181,0.0567982,0.0699519,0.0967576,0.141138,0.200322,0.257779,0.287666,0.274489,0.227756,0.171698,0.125002,0.0932902,0.0742951,0.0642954,0.0602075,0.0599576,0.0618819
0.0633275,0.0599645,0.0547373,0.0510757,0.0516174,0.0582409,0.072865,0.0968415,0.128144,0.158635,0.176238,0.173263,0.152888,0.125671,0.100928,0.0827356,0.0711085,0.0646478,0.0617847,0.0614319,0.0626421
0.062523,0.0602143,0.0551085,0.0504159,0.048557,0.0507845,0.0579031,0.0702642,0.0866843,0.103185,0.114054,0.115422,0.108054,0.0963826,0.0847953,0.0757052,0.0696356,0.0661656,0.0644907,0.0638659,0.0639363
0.061152,0.0601037,0.055604,0.0505486,0.047208,0.0467467,0.0496102,0.0558073,0.0648149,0.0744203,0.0817395,0.0846134,0.0832276,0.0794822,0.0753671,0.0719821,0.0696348,0.0682237,0.0672226,0.0662478,0.0652875
0.0593684,0.0595619,0.0561417,0.0513367,0.0473481,0.0454142,0.0459533,0.0491031,0.05439,0.0605557,0.0657781,0.0690403,0.0704511,0.0708705,0.0710139,0.0710628,0.0708439,0.070241,0.0692433,0.0678186,0.0661642
0.05781,0.0591732,0.0570032,0.052834,0.0488527,0.046355,0.0458635,0.0474666,0.0508517,0.0549704,0.0587257,0.0618192,0.0646451,0.067548,0.070395,0.0726414,0.0734728,0.0727474,0.0708826,0.0686776,0.0665292
0.0575219,0.0597815,0.0586259,0.0553341,0.051717,0.0492089,0.0483375,0.0491977,0.0513503,0.0539697,0.0564339,0.0591373,0.0627978,0.0674882,0.0724687,0.0764803,0.0781484,0.0768523,0.0734837,0.0697761,0.0669531
