0.140657,0.140386,0.139245,0.136449,0.132957,0.131066,0.130785,0.131358,0.131378,0.132643,0.135548,0.139225,0.141142,0.139875,0.136126,0.132886,0.133957,0.139612,0.147676,0.153747,0.155198
0.14163,0.138536,0.136042,0.132362,0.129135,0.128662,0.130182,0.132029,0.132839,0.13393,0.136686,0.141512,0.145717,0.146915,0.145146,0.143344,0.145873,0.151575,0.157995,0.163501,0.16508
0.141955,0.136748,0.133087,0.12986,0.128226,0.130037,0.134305,0.137855,0.138842,0.140181,0.14402,0.149961,0.155896,0.159589,0.159826,0.160447,0.163699,0.168052,0.172202,0.176015,0.177583
0.144288,0.138396,0.134003,0.131271,0.131909,0.13669,0.14364,0.148544,0.150973,0.153452,0.158412,0.165698,0.173105,0.177817,0.180347,0.182995,0.18591,0.188046,0.189317,0.190955,0.191441
0.149584,0.144699,0.140733,0.138692,0.141088,0.148407,0.157215,0.16362,0.168294,0.17399,0.181098,0.190169,0.19726,0.201638,0.205198,0.209222,0.211406,0.210887,0.209184,0.207628,0.204808
0.156069,0.154938,0.153566,0.153178,0.156025,0.164203,0.174391,0.183463,0.193012,0.203507,0.213743,0.223361,0.229977,0.232847,0.234479,0.237606,0.238123,0.23441,0.229308,0.22341,0.216625
0.162305,0.167438,0.170663,0.172149,0.175202,0.183093,0.194597,0.208778,0.226652,0.245114,0.260315,0.269911,0.273019,0.270927,0.267809,0.26626,0.263249,0.255602,0.245388,0.234793,0.222752
0.171066,0.181663,0.189074,0.192469,0.195592,0.203768,0.217782,0.239641,0.269936,0.302183,0.327191,0.337062,0.331186,0.316733,0.301666,0.291492,0.28257,0.269359,0.253993,0.239026,0.22366
0.182826,0.196344,0.205796,0.210363,0.213869,0.22353,0.242469,0.27436,0.321549,0.375561,0.41572,0.424963,0.40398,0.366805,0.331722,0.3079,0.290967,0.272798,0.254397,0.236889,0.220245
0.195668,0.209584,0.218901,0.223763,0.227926,0.239732,0.264456,0.306439,0.371898,0.450967,0.509853,0.51866,0.476051,0.410268,0.351751,0.313184,0.288243,0.267753,0.248616,0.23077,0.214907
0.20578,0.217805,0.225906,0.230771,0.236767,0.251599,0.28036,0.329155,0.406269,0.501673,0.574611,0.581641,0.520046,0.43017,0.35438,0.306331,0.27759,0.257115,0.239277,0.221962,0.207972
0.210243,0.219499,0.225991,0.231942,0.240843,0.258751,0.288972,0.337869,0.413938,0.507445,0.578926,0.583055,0.513047,0.415107,0.336163,0.288164,0.260983,0.242591,0.226805,0.211809,0.199372
0.208456,0.21642,0.222661,0.23031,0.242308,0.261382,0.289373,0.332053,0.395148,0.470194,0.525171,0.522121,0.45684,0.370388,0.302378,0.263276,0.241256,0.226288,0.21257,0.200239,0.190196
0.204254,0.211879,0.219448,0.229129,0.242452,0.259882,0.282165,0.313409,0.357788,0.407479,0.439372,0.429319,0.377409,0.313571,0.263733,0.235193,0.219679,0.207916,0.197696,0.189294,0.182143
0.199149,0.207577,0.217009,0.228143,0.241199,0.253994,0.26804,0.286493,0.312094,0.339126,0.352025,0.338665,0.30258,0.260079,0.226508,0.206903,0.196858,0.189791,0.184095,0.17973,0.176344
0.194308,0.203046,0.213986,0.225945,0.236936,0.244359,0.249496,0.255825,0.266484,0.278345,0.280663,0.267726,0.243747,0.216951,0.195076,0.182195,0.176048,0.17352,0.1724,0.172446,0.171958
0.190047,0.198075,0.208833,0.220605,0.229118,0.231573,0.228562,0.225121,0.226418,0.229761,0.228878,0.219462,0.203422,0.185412,0.171608,0.163855,0.160911,0.161241,0.163256,0.165989,0.167579
0.185646,0.191757,0.200777,0.210921,0.217219,0.215575,0.207285,0.198603,0.194761,0.195729,0.194953,0.189174,0.17793,0.16492,0.155656,0.151446,0.15119,0.152919,0.155794,0.158988,0.161216
0.181872,0.184076,0.190522,0.19802,0.201886,0.197715,0.187415,0.177094,0.172397,0.173599,0.174567,0.171278,0.162606,0.152133,0.14492,0.142579,0.144409,0.146795,0.148629,0.150361,0.153473
0.177683,0.176888,0.179646,0.183431,0.18465,0.178941,0.16957,0.160773,0.157643,0.159845,0.162097,0.159355,0.151439,0.142677,0.136747,0.135603,0.138435,0.140313,0.141404,0.142941,0.145412
0.172515,0.170573,0.170291,0.170475,0.168428,0.162513,0.154873,0.14923,0.147723,0.150319,0.152201,0.148868,0.141364,0.134634,0.131241,0.131322,0.133699,0.135693,0.136695,0.13798,0.139567
